to_chuc_xhtn,ngay_cong_bo,ngay_cong_bo_dt,to_chuc_phat_hanh,thang_diem,loai_hinh_chuan,linh_vuc,loai_xhtn_chuan,hanh_dong_chuan,bac_xhtn_chuan,bac_thu_tu,trien_vong_chuan,da_het_hieu_luc,theo_doi_ngan_han,bao_mat,phi_tren_5pc,ghi_chu_bac,ma_trai_phieu,ky_han,loai_rating_goc,bao_cao_vi,bao_cao_en,bao_cao_chi_tiet,link_to_chuc_phat_hanh,issuer_id,loai_hinh_goc,loai_y_kien_goc,trang_thai_goc,bac_xhtn_goc,trien_vong_goc,thoi_gian_scrape,file_nguon
Saigon Ratings,19/08/2025,2025-08-19,Công ty Cổ phần May - Diêm Sài Gòn,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-may_diem_2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,15/08/2025,2025-08-15,Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Quốc gia,,Sản xuất ôtô,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh-thuong_nien-vinfast-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,13/08/2025,2025-08-13,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Quốc gia,,Bảo hiểm phi nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-ctcp-bao-hiem-phu-hung-pac-nam-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,12/08/2025,2025-08-12,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Quốc gia,,Tổng công ty đầu tư,Tổ chức phát hành,Giám sát,A+,5.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh-ttci-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,09/08/2025,2025-08-09,Công ty TNHH Allgreen-Vượng Thành-Trùng Dương,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxh-thuong_nien-avt-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,04/08/2025,2025-08-04,Công Ty Xây Dựng Và Kinh Doanh Cơ Sở Hạ Tầng Khu Công Nghiệp Hà Nội - Đài Tư,Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Lần đầu,BBB-,10.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/xhtn-dai_tu-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,01/08/2025,2025-08-01,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250801_bcm_rating_announcement_vn-pdf.61.html,https://visrating.com/rating-results/report/20250801_bcm_rating_announcement_en-pdf.61.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.19.html,19.0,Doanh nghiệp,Doanh nghiệp,Xếp hạng lần đầu,A,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
Saigon Ratings,31/07/2025,2025-07-31,Công ty Cổ phần Chứng khoán Rồng Việt (VDS),Quốc gia,,Chứng khoán,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-rong_viet-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,22/07/2025,2025-07-22,Công ty TNHH Đầu tư & Phát triển Bất động sản Hải Đăng,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh-hai_dang_2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,11/07/2025,2025-07-11,Công ty Cổ phần Đầu tư Tiền Phong Thái Bình,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/xhtn-tien-phong-thai-binh-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,10/07/2025,2025-07-10,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Quốc gia,,Cho thuê Bất động sản,Tổ chức phát hành,Giám sát,A,6.0,Tích cực,False,False,False,False,,,,,https://saigonratings.com/gsxh-ttciz-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnA,Tích cực,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,10/07/2025,2025-07-10,Công ty Cổ phần Mua bán nợ và Quản lý tài sản HDBank,Quốc gia,,Dịch vụ mua bán nợ,Tổ chức phát hành,Giám sát,BB+,11.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-hdamc-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,09/07/2025,2025-07-09,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Quốc gia,,Dịch vụ - Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BBB-,10.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh-khg-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,09/07/2025,2025-07-09,Công ty TNHH Năng lượng tái tạo,Quốc gia,,Năng lượng,Tổ chức phát hành,Giám sát,BB,12.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-re-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,03/07/2025,2025-07-03,Công ty TNHH Mặt Trời Hạ Long,Quốc gia,,Dịch vụ vui chơi giải trí và Phát triển bất động sản,Tổ chức phát hành,Lần đầu,BBB+,8.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/xhtn-mthl-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBBB+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,01/07/2025,2025-07-01,Công ty Cổ phần Chứng khoán AIS,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250701_ais_rating_announcement_vn-pdf.59.html,https://visrating.com/rating-results/report/20250701_ais_rating_announcement_en-pdf.59.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-ais.18.html,18.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,30/06/2025,2025-06-30,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Quốc gia,,Bất động sản,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/tong-cong-ty-co-phan-daa-tu-phat-trien-xay-dung-id2623.html,2623.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,30/06/2025,2025-06-30,Công Ty Cổ phần Địa Ốc Phú Long,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxh6t-phu-long-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,30/06/2025,2025-06-30,Công ty Cổ phần Rox Key Holdings,Quốc gia,,Dịch vụ chuyên biệt,Tổ chức phát hành,Giám sát,A-,7.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-roxkey-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,26/06/2025,2025-06-26,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng kỹ thuật,Công cụ nợ,Lần đầu,A+,5.0,Ổn định,True,False,False,False,,CII425001,,,https://saigonratings.com/xhtnccn-cii-2025/,,,,,,Công cụ nợ,Xếp hạng lần đầu (hết hạn),vnA+,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,24/06/2025,2025-06-24,Công ty TNHH Thành phố Aqua,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Lần đầu,BB+,11.0,Tích cực,True,False,False,False,,,,,https://saigonratings.com/kqxhtn-aquacity-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu (hết hạn),vnBB+,Tích cực,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,23/06/2025,2025-06-23,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Quốc gia,,Bảo hiểm nhân thọ,Tổ chức phát hành,Giám sát,,,,True,False,True,False,,,,,https://saigonratings.com/gsxh-phl-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,20/06/2025,2025-06-20,Công ty Cổ phần Đầu tư và Phát triển Du lịch Phú Quốc,Quốc gia,,Bất động sản,Tổ chức phát hành,Lần đầu,BB-,13.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-daa-tu-va-phat-trien-da-lich-phu-qaoc-id5232.html,5232.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,BB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,18/06/2025,2025-06-18,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Quốc gia,,Ngân hàng,Tổ chức phát hành,Lần đầu,A,6.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/ngan-hang-thuong-aại-co-phan-hang-hai-viet-naa-id3375.html,3375.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,A,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,17/06/2025,2025-06-17,Công ty Cổ phần Thuận Đức,Quốc gia,,Bao bì,Tổ chức phát hành,Giám sát,BBB,9.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-thuan_duc-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
FiinRatings,16/06/2025,2025-06-16,Công ty Cổ Phần Logistics Nông Sản Xuất Khẩu Tây Nguyên,Quốc gia,,Nông nghiệp,Tổ chức phát hành,Lần đầu,B-,16.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-logistics-nong-san-xaat-khaa-tay-ngayen-id1971244.html,1971244.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,B-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,16/06/2025,2025-06-16,Công ty Cổ phần Xây dựng Coteccons,Quốc gia,,Xây dựng,Tổ chức phát hành,Cập nhật,BBB+,8.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-xay-dung-coteccons-id2564.html,2564.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BBB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,13/06/2025,2025-06-13,Công ty Cổ phần Crystal Bay Việt Nam,Quốc gia,,Dịch vụ du lịch lữ hành,Tổ chức phát hành,Lần đầu,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/xhtn-crystalbay-2025/,,,,,,Tổ chức phát hành,Xếp hạng lần đầu,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,12/06/2025,2025-06-12,Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Lần đầu,A-,7.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250612-rating-announcement-mcredit-vn-pdf.55.html,https://visrating.com/rating-results/report/20250612-rating-announcement-mcredit-en-pdf.55.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tai-chinh-tin-dung-tieu-dung-tnhh-mb-shinsei.17.html,17.0,Định chế tài chính,Doanh nghiệp,Xếp hạng lần đầu,A-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,12/06/2025,2025-06-12,Ngân hàng TMCP Việt Á,Quốc gia,Định chế tài chính,,Công cụ nợ,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,VABCLH2330001,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-trai-phieu-kqxhtn-12062025vn.145.html,https://visrating.com/rating-results/report/visrating-vab-bond-announcement-12062025en.145.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12.0,Định chế tài chính,Công cụ nợ,Xếp hạng lần đầu,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,12/06/2025,2025-06-12,Ngân hàng TMCP Việt Á,Quốc gia,Định chế tài chính,,Công cụ nợ,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,VABCLH2431001,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-trai-phieu-kqxhtn-12062025vn.144.html,https://visrating.com/rating-results/report/visrating-vab-bond-announcement-12062025en.144.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12.0,Định chế tài chính,Công cụ nợ,Xếp hạng lần đầu,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
VIS Rating,12/06/2025,2025-06-12,Ngân hàng TMCP Việt Á,Quốc gia,Định chế tài chính,,Công cụ nợ,Lần đầu,BBB+,8.0,Ổn định,False,False,False,False,,VABLH2431002,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-trai-phieu-kqxhtn-12062025vn.58.html,https://visrating.com/rating-results/report/visrating-vab-bond-announcement-12062025en.58.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12.0,Định chế tài chính,Công cụ nợ,Xếp hạng lần đầu,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
S&I Ratings,10/06/2025,2025-06-10,Công ty Cổ phần Chứng khoán DNSE,Quốc gia,Định chế tài chính,Chứng khoán,Tổ chức phát hành,Lần đầu,BBB,9.0,Ổn định,False,False,False,False,,,,,https://sni-rating.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2025/06/10143529/DNSE-Credit-Report-Summary.pdf,,,https://sniratings.com.vn/?rating=cong-ty-co-phan-chung-khoan-dnse,4708.0,Tổ chức tài chính,Tổ chức phát hành,Lần đầu,BBB,Ổn định,2026-09-20 08:47:55,sniratings_xhtn_20260920.csv
FiinRatings,04/06/2025,2025-06-04,Công ty Cổ phần Chứng khoán Kỹ Thương,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Lần đầu,AA-,4.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-ky-thuong-id3843.html,3843.0,,XHTN Tổ chức phát hành,XHTN Lần đầu,AA-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,04/06/2025,2025-06-04,Công ty Cổ phần Dịch vụ Cao ốc Masterise Lumiere Office,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,,,,False,False,True,False,,,,,https://saigonratings.com/gsxh-mlo-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,Bảo mật,Bảo mật,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,04/06/2025,2025-06-04,Công ty Cổ phần Tasco,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Giám sát,BBB+,8.0,Ổn định,False,False,False,False,,,Dài hạn,,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco.8.html,8.0,Doanh nghiệp,Doanh nghiệp,Giám sát theo dõi,BBB+,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,03/06/2025,2025-06-03,Công ty TNHH Nước sạch Hòa Bình - Xuân Mai,Quốc gia,,Nước và tiện ích,Công cụ nợ,Cập nhật,AAA,1.0,Ổn định,False,False,False,False,,HBXCH2444001,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-nuoc-sạch-hoa-binh---xaan-mai-id1881003.html,1881003.0,,XHTN Công cụ nợ,Cập nhật kết quả XHTN,AAA,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
FiinRatings,30/05/2025,2025-05-30,Công ty TNHH Dịch vụ Du lịch Cáp treo Fansipan Sa Pa,Quốc gia,,Du lịch và Giải trí,Tổ chức phát hành,Cập nhật,BB-,13.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-tnhh-dich-vu-da-lich-cap-treo-fansipan-sa-pa-id8454.html,8454.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB-,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
VIS Rating,29/05/2025,2025-05-29,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,Quốc gia,Doanh nghiệp,,Tổ chức phát hành,Kết thúc,WR,,,True,False,False,False,Đã rút xếp hạng,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250529-ha-an-rating-withdrawal-vn-pdf.54.html,https://visrating.com/rating-results/report/20250529_ha_an_rating_withdrawal-en-pdf.54.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-dau-tu-kinh-doanh-bat-dong-san-ha-an.1.html,1.0,Doanh nghiệp,Doanh nghiệp,Kết thúc,WR,,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,27/05/2025,2025-05-27,Công ty Cổ phần Chứng khoán Dầu khí,Quốc gia,,Dịch vụ tài chính,Tổ chức phát hành,Cập nhật,BB+,11.0,Ổn định,False,False,False,False,,,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-chung-khoan-daa-khi-id3658.html,3658.0,,XHTN Tổ chức phát hành,Cập nhật kết quả XHTN,BB+,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
Saigon Ratings,23/05/2025,2025-05-23,Công Ty Cổ Phần Đầu Tư Và Phát Triển Newco,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB-,13.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-newco-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,21/05/2025,2025-05-21,Công Ty TNHH Dịch Vụ Thương Mại Tổng Hợp An Thịnh,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB,12.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh6t-an_thinh-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,21/05/2025,2025-05-21,Công ty Cổ phần Xuất Nhập Khẩu Sài Gòn Xanh,Quốc gia,,Phát triển Bất động sản,Tổ chức phát hành,Giám sát,BB,12.0,Ổn định,True,False,False,False,,,,,https://saigonratings.com/gsxh6t-saigon_xanh-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng (hết hạn),vnBB,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
Saigon Ratings,21/05/2025,2025-05-21,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Quốc gia,,Hạ tầng vận tải,Tổ chức phát hành,Giám sát,AA-,4.0,Ổn định,False,False,False,False,,,,,https://saigonratings.com/gsxh-cii-2025/,,,,,,Tổ chức phát hành,Giám sát Xếp hạng,vnAA-,Ổn định,2026-09-20 08:47:49,saigonratings_xhtn_20260920.csv
VIS Rating,21/05/2025,2025-05-21,Ngân hàng TMCP Tiên Phong,Quốc gia,Định chế tài chính,,Tổ chức phát hành,Cập nhật,AA-,4.0,Ổn định,False,False,False,False,,,Dài hạn,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating_tpb_bao_cao_ket_qua_xhtn_21052025-pdf.53.html,https://visrating.com/rating-results/report/visrating_tpb_rating_announcement_21052025-pdf.53.html,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4.0,Định chế tài chính,Doanh nghiệp,Cập nhật,AA-,Ổn định,2026-09-20 08:47:45,visrating_xhtn_20260920.csv
FiinRatings,19/05/2025,2025-05-19,Công ty Cổ phần Nước Biwase - Long An,Quốc gia,,Nước và tiện ích,Công cụ nợ,Cập nhật,AAA,1.0,Ổn định,False,False,False,False,,BWLCH2434001,,,,,,https://fiinratings.vn/vi/ratings-fr/cong-ty-co-phan-nuoc-biwase---long-an-id7305.html,7305.0,,XHTN Công cụ nợ,Cập nhật kết quả XHTN,AAA,Ổn định,2026-09-20 08:47:39,fiinratings_xhtn_20260920.csv
