ngay_cong_bo,to_chuc_phat_hanh,linh_vuc,loai_hinh,trang_thai_xep_hang,loai_y_kien,ky_han,ket_qua_xep_hang,trien_vong,ma_trai_phieu,bao_cao_vi,bao_cao_en,link_to_chuc_phat_hanh,issuer_id,bao_mat,phi_tren_5pc,to_chuc_xhtn,thoi_gian_scrape,ngay_cong_bo_dt
18/07/2024,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,Vui chơi - Giải trí,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/gsxh-6t-cap-treo-ba-na-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-18
18/07/2024,Công ty Cổ phần Năng lượng TNPower,Năng lượng,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/gsxhtn-tnpower-2024/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-18
16/07/2024,Công ty Cổ phần Huy Dương Group,Phát triển Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/kqxhtn-hdg-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-16
15/07/2024,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Tổng công ty đầu tư,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/gsxhtn-ttc_dau_tu-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-15
12/07/2024,Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,Hạ tầng vận tải,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/kqxhtn-bot-trung-luong-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-12
09/07/2024,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Dịch vụ - Phát triển Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/gsxh-6t-khai-hoan-land-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-09
08/07/2024,Công ty TNHH Công nghiệp - Bất động sản và Xây dựng Song Phương,Phát triển Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/kqxhtn-song-phuong-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-08
02/07/2024,Công ty Cổ phần Đầu tư và Xây dựng Xa lộ Hà Nội,Hạ tầng vận tải,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/gsxh-6t-xlhn-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-02
01/07/2024,Công ty TNHH MTV BOT Tỉnh Ninh Thuận,Hạ tầng vận tải,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/gsxh-6t-bot-ninh-thuan-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-01
01/07/2024,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM (CII),Hạ tầng vận tải,,Xếp hạng lần đầu,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/kqxhtn-cii-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-07-01
28/06/2024,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Sản xuất đường,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/gsxhtn-sbt-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-28
26/06/2024,Công Ty Cổ Phần Hàng Không VIETJET (VIETJET AIR),Hàng không,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/gsxhtn-vietjet-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-26
18/06/2024,Công ty Cổ phần Đầu tư và Thương mại TNG,May mặc,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/gsxh6t-tng-may-mac-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-18
17/06/2024,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Cho thuê Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/gsxhtn-ttc_kcn-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-17
17/06/2024,Công ty Cổ phần Thương mại Du lịch Tân Thành,Phát triển Bất động sản,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,vnBBB+,Ổn định,,https://saigonratings.com/gsxh6t-tan-thanh-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-17
06/06/2024,Công ty Cổ phần Thuận Đức,Bao bì,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/gsxh-6t-thuan-duc-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-06
05/06/2024,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2024/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2024-06-05
31/05/2024,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tổng Công ty Đầu tư,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB+,Ổn định,,https://saigonratings.com/kqxhtn-ipa-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-05-31
30/05/2024,Công ty Cổ phần Du lịch Thành Thành Công,Dịch vụ Khách sạn - Nhà hàng - Giải trí,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBBB+,Ổn định,,https://saigonratings.com/kqxhtn-du-lich-thanh-thanh-cong-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-05-30
17/04/2024,Công ty Cổ phần Phát triển Nhiên liệu Sinh học Việt Nam,Hóa chất,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnCCC+,Tiêu cực,,https://saigonratings.com/kqxhtn-nhien-lieu-sinh-hoc-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-04-17
12/04/2024,Công ty TNHH Aqua City Hòa Bình,Phát triển Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/kqxhtn-aqua-hoabinh-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-04-12
12/04/2024,Công ty TNHH Khu Đô thị mới Trung Minh,Phát triển Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBB-,Ổn định,,https://saigonratings.com/kqxhtn-trung-minh-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-04-12
23/02/2024,Công ty TNHH Logisvalley Bắc Ninh (FDI),Cho thuê Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/kqxhtn-logisvalley-bacninh-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-02-23
23/02/2024,Công ty TNHH Logisvalley Vina (FDI),Cho thuê Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/kqxhtn-logisvalley-vina-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-02-23
23/01/2024,Công ty Cổ phần Thương mại Du Lịch Lạc Hồng,Dịch vụ lưu trú,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/kqxhtn-cong-ty-du-lich-lac-hong-2024/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-01-23
12/01/2024,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Tổng công ty đầu tư,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/gsxhtn-ttc_dau_tu-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2024-01-12
09/01/2024,Công ty Cổ phần Đầu tư & Quản lý Khách sạn TNH,Dịch vụ lưu trú,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-tin-nhiem-lan-1-tnh-2023/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2024-01-09
31/12/2023,Công ty Cổ phần Chứng khoán Rồng Việt (VDS),Chứng khoán,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/kqxhtn-chung-khoan-rong-viet-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-31
30/12/2023,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,Vui chơi - Giải trí,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/kqxhtn-cap-treo-ba-na-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-30
25/12/2023,Công ty TNHH MTV BOT Tỉnh Ninh Thuận,Hạ tầng vận tải,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/kqxhtn-bot-ninh-thuan-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-25
25/12/2023,Công ty Cổ phần Đầu tư và Xây dựng Xa lộ Hà Nội,Hạ tầng vận tải,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/kqxhtn-cong-ty-xa-lo-ha-noi-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-25
21/12/2023,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Cho thuê Bất động sản,,Giám sát Xếp hạng,Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/gsxhtn-ttc_kcn-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-21
15/12/2023,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Dịch vụ - Phát triển Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-khai-hoan-land-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-15
12/12/2023,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Dịch vụ y tế,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-bv-thai-nguyen-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-12-12
17/11/2023,Công Ty Cổ Phần Hàng Không VIETJET (VIETJET AIR),Hàng không,,Giám sát Xếp hạng,Tổ chức phát hành,,vnBBB-,Ổn định,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-tin-nhiem-lan-1-vietjet-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-11-17
15/11/2023,Công ty Cổ phần Thương mại Du lịch Tân Thành,Phát triển Bất động Sản,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,vnBBB+,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-tan-thanh-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-11-15
02/11/2023,Công ty Cổ phần Thuận Đức,Bao bì,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-thuan-duc-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-11-02
31/10/2023,Công ty Cổ phần Đầu tư và Thương mại TNG,May mặc,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-cp-may-mac-tng-nam-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-10-31
02/10/2023,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Bảo hiểm phi nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2023/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2023-10-02
15/09/2023,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Sản xuất đường,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-sbt-nam-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-09-15
10/07/2023,Công ty Cổ phần Xây dựng Sao Vàng Tây Đô,Phát triển Bất động sản,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/ket-qua-gsxhtn-svtd-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-07-10
28/06/2023,Công ty Cổ phần Đầu tư Công Nghiệp Xuất Nhập Khẩu Đông Dương,Năng lượng tái tạo,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnB-,Tiêu cực,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-dau-tu-dong-duong-nam-2023/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2023-06-28
12/06/2023,Công ty Cổ phần Đầu tư Thành Thành Công (TTCI),Tổng công ty đầu tư,,Xếp hạng lần đầu,Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-dau-tu-ttc-nam-2023/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2023-06-12
08/06/2023,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2023/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2023-06-08
26/05/2023,Công ty Cổ phần Khu công nghiệp Thành Thành Công (TTC IZ),Cho thuê Bất động sản,,Xếp hạng lần đầu,Tổ chức phát hành,,vnA,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-kcn-ttc-nam-2023/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2023-05-26
27/03/2023,Công Ty Cổ Phần Hàng Không VIETJET (VIETJET AIR),Hàng không,,Xếp hạng lần đầu,Tổ chức phát hành,,vnBB+,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-hk-vietjet-2023/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2023-03-27
14/03/2023,Công ty Cổ phần Đầu tư & Cho thuê Tài sản TNL,Cho thuê tài sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-tnl-nam-2023/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2023-03-14
14/03/2023,Công ty Cổ phần Thương mại Quảng cáo Xây dựng Địa ốc Việt Hân,Phát triển Bất động Sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-viet-han-nam-2023/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2023-03-14
14/03/2023,Công ty Cổ phần Bất động sản Mỹ,Phát triển Bất động Sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bds-my-nam-2023/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2023-03-14
12/01/2023,Công ty Cổ phần Đầu tư Phát triển Bất động sản TNR,Phát triển Bất động Sản,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-tnr-nam-2022/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2023-01-12
30/12/2022,Công ty Cổ phần Thành Thành Công - Biên Hòa (SBT),Sản xuất đường,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,vnA+,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-sbt-nam-2022/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2022-12-30
13/12/2022,Công ty Cổ phần Đầu tư & Quản lý Khách sạn TNH,Dịch vụ lưu trú,,Giám sát Xếp hạng (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-giam-sat-xep-hang-tin-nhiem-lan-1-tnh-2022/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2022-12-13
16/11/2022,Công ty Cổ phần Năng lượng TNPower,Năng lượng,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-nang-luong-tnpower-nam-2022/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2022-11-16
05/10/2022,Công ty Cổ phần Xây dựng Sao Vàng Tây Đô,Phát triển Bất động sản,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,vnBBB,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-xay-dung-sao-vang-tay-do-nam-2022/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2022-10-05
13/09/2022,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Bảo hiểm phi nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2022/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2022-09-13
06/09/2022,Công ty Cổ phần bất động sản HANO-VID,Phát triển Bất động sản,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bat-dong-san-hano-vid-nam-2022/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2022-09-06
06/09/2022,Công ty Cổ phần AAC Việt Nam,Phát triển Bất động sản,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-aac-viet-nam-nam-2022/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2022-09-06
06/09/2022,Công ty Cổ phần Đầu tư & Quản lý Khách sạn TNH,Dịch vụ lưu trú,,Xếp hạng lần đầu (Hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-dau-tu-quan-ly-khach-san-tnh-nam-2022/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2022-09-06
07/06/2022,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2022/,,,,True,False,Saigon Ratings,2026-09-25 09:03:37,2022-06-07
10/05/2022,Công ty TNHH Kirby Đông Nam Á,Vật liệu xây dựng,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,vnA-,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-tnhh-kirby-dong-nam-a-nam-2022/,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,2022-05-10
27/07/2021,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Bảo hiểm phi nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2021/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2021-07-27
08/06/2021,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2021/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2021-06-08
14/10/2020,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Bảo hiểm phi nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2020/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2020-10-14
03/06/2020,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Giám sát Xếp hạng (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2020/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2020-06-03
28/11/2019,Công ty Cổ Phần Bảo Hiểm Phú Hưng (PAC),Bảo hiểm phi nhân thọ,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-phu-hung-phu-hung-assurance-nam-2019/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2019-11-28
12/09/2019,Công Ty Cổ Phần Free Land,Phát triển Bất động sản,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,A,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-free-land-nam-2019/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2019-09-12
26/06/2019,Công ty Cổ Phần Bảo Hiểm nhân thọ Phú Hưng (PHU HUNG LIFE - PHL),Bảo hiểm nhân thọ,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,Bảo mật,Bảo mật,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-co-phan-bao-hiem-nhan-tho-phu-hung-phu-hung-life-nam-2019/,,,,True,True,Saigon Ratings,2026-09-25 09:03:37,2019-06-26
20/03/2019,Công ty TNHH Kirby Đông Nam Á,Vật liệu xây dựng,,Xếp hạng lần đầu (hết hạn),Tổ chức phát hành,,A,Ổn định,,https://saigonratings.com/ket-qua-xep-hang-tin-nhiem-cong-ty-tnhh-kirby-dong-nam-a-nam-2019/,,,,False,True,Saigon Ratings,2026-09-25 09:03:37,2019-03-20
,Công ty TNHH Phú Hưng Phát,Phát triển Bất động sản,,Không tiếp tục thực hiện Xếp hạng lần đầu,Tổ chức phát hành,,,,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,
,Công ty TNHH Mũi Né Xanh,Dịch vụ lưu trú,,Không tiếp tục thực hiện Xếp hạng lần đầu,Tổ chức phát hành,,,,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,
,Công ty Cổ phần Tập đoàn Ngọc Thiên Global,Sản xuất kim loại,,Không tiếp tục thực hiện Xếp hạng lần đầu,Tổ chức phát hành,,,,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,
,Công ty Cổ phần Tập đoàn APEC Group,Hạ tầng kỹ thuật,,Không tiếp tục thực hiện Xếp hạng lần đầu,Tổ chức phát hành,,,,,,,,,False,False,Saigon Ratings,2026-09-25 09:03:37,
