ngay_cong_bo,to_chuc_phat_hanh,linh_vuc,loai_hinh,trang_thai_xep_hang,loai_y_kien,ky_han,ket_qua_xep_hang,trien_vong,ma_trai_phieu,bao_cao_vi,bao_cao_en,link_to_chuc_phat_hanh,issuer_id,to_chuc_xhtn,thoi_gian_scrape,ngay_cong_bo_dt
02/10/2025,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20251002-shs-bao-cao-xhtn-pdf.65.html,https://visrating.com/rating-results/report/20251002-shs-rating-announcement-en-pdf.65.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-sai-gon-ha-noi.25.html,25,VIS Rating,2026-09-08 08:29:35,2025-10-02
26/09/2025,Công ty Cổ phần Dịch vụ Cáp treo Bà Nà,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250926_bnc_rating_announcement_vn-pdf.64.html,https://visrating.com/rating-results/report/20250926_bnc_rating_announcement_en-pdf.64.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-cap-treo-ba-na.24.html,24,VIS Rating,2026-09-08 08:29:35,2025-09-26
16/09/2025,Công ty Cổ phần Tập đoàn Phượng Hoàng Xanh A&A,,Doanh nghiệp,Cập nhật,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/202509_phenikaa_rating_announcement_vn-pdf.63.html,https://visrating.com/rating-results/report/202509_phenikaa_rating_announcement_en-pdf.63.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-phuong-hoang-xanh-aanda.5.html,5,VIS Rating,2026-09-08 08:29:35,2025-09-16
05/09/2025,Công ty Cổ phần Chứng khoán Tiên Phong,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250905-tps-bao-cao-xhtn-pdf.62.html,https://visrating.com/rating-results/report/20250905-tps-rating-announcement-pdf.62.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tien-phong-securities-corporation.21.html,21,VIS Rating,2026-09-08 08:29:35,2025-09-05
01/08/2025,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250801_bcm_rating_announcement_vn-pdf.61.html,https://visrating.com/rating-results/report/20250801_bcm_rating_announcement_en-pdf.61.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.19.html,19,VIS Rating,2026-09-08 08:29:35,2025-08-01
01/07/2025,Công ty Cổ phần Chứng khoán AIS,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250701_ais_rating_announcement_vn-pdf.59.html,https://visrating.com/rating-results/report/20250701_ais_rating_announcement_en-pdf.59.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-ais.18.html,18,VIS Rating,2026-09-08 08:29:35,2025-07-01
12/06/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,BBB+,Ổn định,VABCLH2330001,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-trai-phieu-kqxhtn-12062025vn.145.html,https://visrating.com/rating-results/report/visrating-vab-bond-announcement-12062025en.145.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 08:29:35,2025-06-12
12/06/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,BBB+,Ổn định,VABCLH2431001,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-trai-phieu-kqxhtn-12062025vn.144.html,https://visrating.com/rating-results/report/visrating-vab-bond-announcement-12062025en.144.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 08:29:35,2025-06-12
12/06/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,BBB+,Ổn định,VABLH2431002,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-trai-phieu-kqxhtn-12062025vn.58.html,https://visrating.com/rating-results/report/visrating-vab-bond-announcement-12062025en.58.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 08:29:35,2025-06-12
12/06/2025,Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250612-rating-announcement-mcredit-vn-pdf.55.html,https://visrating.com/rating-results/report/20250612-rating-announcement-mcredit-en-pdf.55.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tai-chinh-tin-dung-tieu-dung-tnhh-mb-shinsei.17.html,17,VIS Rating,2026-09-08 08:29:35,2025-06-12
04/06/2025,Công ty Cổ phần Tasco,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco.8.html,8,VIS Rating,2026-09-08 08:29:35,2025-06-04
29/05/2025,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,,Doanh nghiệp,Kết thúc,Doanh nghiệp,Dài hạn,WR,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250529-ha-an-rating-withdrawal-vn-pdf.54.html,https://visrating.com/rating-results/report/20250529_ha_an_rating_withdrawal-en-pdf.54.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-dau-tu-kinh-doanh-bat-dong-san-ha-an.1.html,1,VIS Rating,2026-09-08 08:29:35,2025-05-29
21/05/2025,Ngân hàng TMCP Tiên Phong,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,AA-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating_tpb_bao_cao_ket_qua_xhtn_21052025-pdf.53.html,https://visrating.com/rating-results/report/visrating_tpb_rating_announcement_21052025-pdf.53.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4,VIS Rating,2026-09-08 08:29:35,2025-05-21
15/05/2025,Công ty Cổ phần Chứng khoán MB,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating_mbs_bao_cao_ket_qua_xhtn_15052025-pdf.52.html,https://visrating.com/rating-results/report/visrating_mbs_rating_announcement_15052025-pdf.52.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-mb.15.html,15,VIS Rating,2026-09-08 08:29:35,2025-05-15
15/05/2025,Công ty Cổ phần Chứng khoán UP,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-ups-bao-cao-ket-qua-xhtn-15052025-pdf.51.html,https://visrating.com/rating-results/report/visrating-ups-rating-announcement-15052025-pdf.51.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-up.14.html,14,VIS Rating,2026-09-08 08:29:35,2025-05-15
15/05/2025,Ngân hàng TMCP Phương Đông,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-ocb-bao-cao-ket-qua-xhtn-15052025-pdf.50.html,https://visrating.com/rating-results/report/visrating-ocb-rating-announcement-15052025-pdf.50.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-phuong-dong.3.html,3,VIS Rating,2026-09-08 08:29:35,2025-05-15
14/05/2025,Công ty Cổ phần Chứng khoán VNDIRECT,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/20250624_vnd_rating_announcement_vn-pdf.49.html,https://visrating.com/rating-results/report/20250624_vnd_rating_announcement_en-pdf.49.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-vndirect.13.html,13,VIS Rating,2026-09-08 08:29:35,2025-05-14
08/05/2025,Ngân hàng TMCP Lộc Phát Việt Nam,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-lpbank-08052025.140.html,https://visrating.com/rating-results/report/rating-announcement-lpbank-08052025.140.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-loc-phat-viet-nam.2.html,2,VIS Rating,2026-09-08 08:29:35,2025-05-08
25/04/2025,Công ty Cổ phần Tập đoàn Gelex,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7,VIS Rating,2026-09-08 08:29:35,2025-04-25
22/04/2025,Ngân hàng TMCP Việt Á,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/visrating-vab-bao-cao-kqxhtn-22042025vn-pdf.134.html,https://visrating.com/rating-results/report/visrating-vab-rating-announcement-22042025en-pdf.134.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-viet-a.12.html,12,VIS Rating,2026-09-08 08:29:35,2025-04-22
21/04/2025,Ngân hàng TMCP An Bình,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-an-binh.6.html,6,VIS Rating,2026-09-08 08:29:35,2025-04-21
16/03/2025,Công ty Cổ phần Tập đoàn Phượng Hoàng Xanh A&A,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-phuong-hoang-xanh-aanda.5.html,5,VIS Rating,2026-09-08 08:29:35,2025-03-16
04/12/2024,Công ty Cổ phần Tasco,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-hut-bao-cao-ket-qua-xhtn-04122024-pdf.44.html,https://visrating.com/rating-results/report/vis-rating-hut-rating-announcement-04122024-pdf.44.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco.8.html,8,VIS Rating,2026-09-08 08:29:35,2024-12-04
29/11/2024,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-dau-tu-kinh-doanh-bat-dong-san-ha-an.1.html,1,VIS Rating,2026-09-08 08:29:35,2024-11-29
21/11/2024,Ngân hàng TMCP Tiên Phong,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,AA-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4,VIS Rating,2026-09-08 08:29:35,2024-11-21
15/11/2024,Ngân hàng TMCP Phương Đông,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-phuong-dong.3.html,3,VIS Rating,2026-09-08 08:29:35,2024-11-15
08/11/2024,Ngân hàng TMCP Lộc Phát Việt Nam,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-loc-phat-viet-nam.2.html,2,VIS Rating,2026-09-08 08:29:35,2024-11-08
25/10/2024,Công ty Cổ phần Tập đoàn Gelex,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-gex-bao-cao-ket-qua-xep-hang-tin-nhiem-25102024-pdf.35.html,https://visrating.com/rating-results/report/vis-rating-gex-rating-announcement-25102024-pdf.35.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-gelex.7.html,7,VIS Rating,2026-09-08 08:29:35,2024-10-25
21/10/2024,Ngân hàng TMCP An Bình,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-abb-bao-cao-ket-qua-xep-hang-tin-nhiem-21102024-pdf.32.html,https://visrating.com/rating-results/report/vis-rating-abb-rating-announcement-21102024-pdf.32.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-an-binh.6.html,6,VIS Rating,2026-09-08 08:29:35,2024-10-21
16/09/2024,Công ty Cổ phần Tập đoàn Phượng Hoàng Xanh A&A,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-phenikaa-bao-cao-ket-qua-xep-hang-tin-nhiem-16092024-pdf.31.html,https://visrating.com/rating-results/report/vis-rating-phenikaa-rating-announcement-16092024-pdf.31.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-phuong-hoang-xanh-aanda.5.html,5,VIS Rating,2026-09-08 08:29:35,2024-09-16
29/05/2024,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-ha-an-bao-cao-ket-qua-xep-hang-tin-nhiem-29052024-pdf.26.html,https://visrating.com/rating-results/report/vis-rating-ha-an-rating-announcement-29052024-pdf.26.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-dau-tu-kinh-doanh-bat-dong-san-ha-an.1.html,1,VIS Rating,2026-09-08 08:29:35,2024-05-29
21/05/2024,Ngân hàng TMCP Tiên Phong,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,AA-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-tpb-bao-cao-ket-qua-xep-hang-tin-nhiem-21052024-pdf.25.html,https://visrating.com/rating-results/report/vis-rating-tpb-rating-announcement-21052024-pdf.25.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-tien-phong.4.html,4,VIS Rating,2026-09-08 08:29:35,2024-05-21
15/05/2024,Ngân hàng TMCP Phương Đông,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/vis-rating-ocb-bao-cao-ket-qua-xep-hang-tin-nhiem-15052024-pdf.24.html,https://visrating.com/rating-results/report/vis-rating-ocb-rating-announcement-15052024-pdf.24.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-phuong-dong.3.html,3,VIS Rating,2026-09-08 08:29:35,2024-05-15
08/05/2024,Ngân hàng TMCP Lộc Phát Việt Nam,,Định chế tài chính,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-lpbank-08052024.139.html,https://visrating.com/rating-results/report/rating-announcement-lpbank-08052024.139.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/ngan-hang-tmcp-loc-phat-viet-nam.2.html,2,VIS Rating,2026-09-08 08:29:35,2024-05-08
04/09/2026,Công ty Cổ phần Chứng khoán Tiên Phong,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-tps-04092026.173.html,https://visrating.com/rating-results/report/rating-announcement-tps-04092026.173.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tien-phong-securities-corporation.21.html,21,VIS Rating,2026-09-08 15:15:10,2026-09-04
26/08/2026,Công ty Cổ phần Tập đoàn Trường Hải,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,A+,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-26082026.172.html,https://visrating.com/rating-results/report/rating-announcement-26082026.172.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-truong-hai.41.html,41,VIS Rating,2026-09-08 15:15:10,2026-08-26
24/07/2026,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,A,Ổn định,BCML12601,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-bcm12601-24072026.171.html,https://visrating.com/rating-results/report/rating-announcement-bcm12601-24072026.171.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.19.html,19,VIS Rating,2026-09-08 15:15:10,2026-07-24
24/07/2026,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,,Doanh nghiệp,Cập nhật,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-becamex-24072026.170.html,https://visrating.com/rating-results/report/rating-announcement-becamex-24072026.170.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamex-ctcp.19.html,19,VIS Rating,2026-09-08 15:15:10,2026-07-24
23/07/2026,Công ty Cổ phần Container Việt Nam,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,A,Ổn định,VSCL12601,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-23072026.169.html,https://visrating.com/rating-results/report/rating-announcement-23072026.169.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-container-viet-nam.50.html,50,VIS Rating,2026-09-08 15:15:10,2026-07-23
23/07/2026,Công ty Cổ phần Container Việt Nam,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,A,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-viconship-23072026.168.html,https://visrating.com/rating-results/report/rating-announcement-viconship-23072026.168.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-container-viet-nam.50.html,50,VIS Rating,2026-09-08 15:15:10,2026-07-23
01/07/2026,Công ty Cổ phần Chứng khoán AIS,,Định chế tài chính,Cập nhật,Doanh nghiệp,Dài hạn,A-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-chung-khoan-ais-01072026.167.html,https://visrating.com/rating-results/report/rating-announcement-ais-securities-01072026.167.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-ais.18.html,18,VIS Rating,2026-09-08 15:15:10,2026-07-01
24/06/2026,Công ty TNHH Đầu tư StarBay Hà Nội,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,BB-,Ổn định,STA12601,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-24062026.165.html,https://visrating.com/rating-results/report/rating-announcement-24062026.165.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-dau-tu-starbay-ha-noi.49.html,49,VIS Rating,2026-09-08 15:15:10,2026-06-24
24/06/2026,Công ty Cổ phần Nước Aqua One,,Doanh nghiệp,Giám sát theo dõi,Công cụ nợ,Dài hạn,BBB+,Ổn định,AQ112501,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-nuoc-aqua-one.33.html,33,VIS Rating,2026-09-08 15:15:10,2026-06-24
24/06/2026,Công ty Cổ phần Nước Aqua One,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-nuoc-aqua-one.33.html,33,VIS Rating,2026-09-08 15:15:10,2026-06-24
24/06/2026,Công ty Cổ phần Tập đoàn Trường Hải,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tap-doan-truong-hai.41.html,41,VIS Rating,2026-09-08 15:15:10,2026-06-24
23/06/2026,Công ty TNHH Đầu tư StarBay Hà Nội,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BB-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-starbay-23062026.159.html,https://visrating.com/rating-results/report/rating-announcement-starbay-23062026.159.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-dau-tu-starbay-ha-noi.49.html,49,VIS Rating,2026-09-08 15:15:10,2026-06-23
23/06/2026,Công ty Cổ phần VinaLiving Holdings,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-vinaliving-holdings.40.html,40,VIS Rating,2026-09-08 15:15:10,2026-06-23
17/06/2026,Công ty Cổ phần Chứng khoán BIDV,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-chung-khoan-bidv.39.html,39,VIS Rating,2026-09-08 15:15:10,2026-06-17
16/06/2026,Công ty TNHH Greenland Phố Hoa,,Doanh nghiệp,Xếp hạng lần đầu,Công cụ nợ,Dài hạn,A,Ổn định,GPH12601,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-16062026.156.html,https://visrating.com/rating-results/report/rating-announcement-16062026.156.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-greenland-pho-hoa.48.html,48,VIS Rating,2026-09-08 15:15:10,2026-06-16
16/06/2026,Công ty TNHH Greenland Phố Hoa,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BB-,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-greenland-pho-hoa-16062026.155.html,https://visrating.com/rating-results/report/rating-announcement-greenland-pho-hoa-16062026.155.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tnhh-greenland-pho-hoa.48.html,48,VIS Rating,2026-09-08 15:15:10,2026-06-16
16/06/2026,Công ty Cổ phần Chứng khoán Thiên Việt,,Định chế tài chính,Giám sát theo dõi,Doanh nghiệp,Dài hạn,A-,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-cp-phan-chung-khoan-thien-viet.36.html,36,VIS Rating,2026-09-08 15:15:10,2026-06-16
11/06/2026,Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei,,Định chế tài chính,Kết thúc,Doanh nghiệp,Dài hạn,WR,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-mcredit-11062026.153.html,https://visrating.com/rating-results/report/rating-announcement-mcredit-11062026.153.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-tai-chinh-tin-dung-tieu-dung-tnhh-mb-shinsei.17.html,17,VIS Rating,2026-09-08 15:15:10,2026-06-11
10/06/2026,Công ty Cổ phần TNG Land,,Doanh nghiệp,Xếp hạng lần đầu,Doanh nghiệp,Dài hạn,BBB,Ổn định,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/bao-cao/bao-cao-ket-qua-xep-hang-tin-nhiem-tng-land-10062026.152.html,https://visrating.com/rating-results/report/rating-announcement-tng-land-10062026.152.html,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tng-land.47.html,47,VIS Rating,2026-09-08 15:15:10,2026-06-10
05/06/2026,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tong-cong-ty-co-phan-dia-oc-sai-gon.35.html,35,VIS Rating,2026-09-08 15:15:10,2026-06-05
04/06/2026,Công ty Cổ phần Tasco,,Doanh nghiệp,Giám sát theo dõi,Doanh nghiệp,Dài hạn,BBB+,Ổn định,,,,https://visrating.com/ket-qua-xep-hang-tin-nhiem/to-chuc/cong-ty-co-phan-tasco.8.html,8,VIS Rating,2026-09-08 15:15:10,2026-06-04
